GPU Name,Architecture,DirectX,Cache,Manufacturer,Power Consumption,Memory,Bandwidth,Memory Bus,Clock Speed,Memory Type,Notebook_GPU,Pixel Speed,Process,Release Date,Release Price,TMUs,Texture Rate
Radeon HD 7750 Gigabyte OC 2GB DDR3 Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,2048 ,2048,128,800,DDR3,No,14,28,01/10/2012 ,$0.00,32.0,27
Radeon HD 7750 Club3D Low Profile Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,61,1024 ,1024,128,1125,GDDR5,No,13,28,01/08/2012 ,$0.00,32.0,26
Radeon HD 7750 Crossfire,GCN 1.0 Cape Verde PRO (x2) ,12.0,512(x2),AMD,110,2048 ,2048,128,1125,GDDR5,No,26,28,01/02/2012 ,$0.00,32.0,51
Radeon HD 7750 1GB GDDR5,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,55,1024 ,1024,128,1125,GDDR5,No,13,28,15/02/2012 ,$109.00,32.0,26
Radeon HD 7750 Double D Black Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,14,28,01/06/2012 ,$0.00,32.0,29
Radeon HD 7730 v2 Sapphire 1GB Edition,GCN 1.0 Cape Verde LE ,12.0,512,AMD,47,1024 ,1024,128,900,DDR3,No,6,28,10/05/2013 ,$0.00,24.0,19
Radeon HD 7750 Asus 1GB Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1150,GDDR5,No,13,28,01/02/2012 ,$0.00,32.0,26
Radeon HD 7730 v2 XFX Core 4GB Edition,GCN 1.0 Cape Verde LE ,12.0,512,AMD,47,4096 ,4096,128,650,DDR3,No,6,28,11/07/2013 ,$0.00,24.0,19
GeForce GTX 650 PNY XLR8 Performance 1GB Edition,Kepler GK107/450/A2 ,12.0,256,Nvidia,65,1024 ,1024,128,1250,GDDR5,No,17,28,06/09/2012 ,$0.00,32.0,34
GeForce GTX Titan Black Edition,Kepler GK110/430/B1 ,12.0,1536,Nvidia,250,6144 ,6144,384,1750,GDDR5,No,47,28,18/02/2014 ,$999.00,240.0,235
Radeon HD 8570 (OEM),GCN 1.1 Oland PRO ,12.0,512,AMD,30,2048 ,2048,128,900,DDR3,No,6,28,08/01/2013 ,$0.00,20.0,16
Radeon HD 8670 (OEM),GCN 1.1 Oland XT ,12.0,512,AMD,75,2048 ,2048,128,1150,GDDR5,No,8,28,08/01/2013 ,$0.00,24.0,25
Radeon HD 8760 (OEM),GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,2048 ,2048,128,1125,GDDR5,No,16,28,08/01/2013 ,$0.00,40.0,40
Radeon HD 8740 (OEM),GCN 1.0 Cape Verde PRO ,12.0,512,AMD,55,2048 ,2048,128,1125,GDDR5,No,13,28,05/09/2013 ,$0.00,32.0,26
Radeon HD 7770 1GB GDDR5,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1125,GDDR5,No,16,28,15/02/2012 ,$159.00,40.0,40
Radeon HD 8970 (OEM),GCN 1.0 Tahiti XT ,12.0,768,AMD,250,3072 ,3072,384,1375,GDDR5,No,30,28,08/01/2013 ,$0.00,128.0,118
Radeon HD 8860 (OEM),GCN 1.1 Curacao PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,30,28,08/01/2013 ,$0.00,80.0,74
Radeon HD 7730,GCN 1.0 Cape Verde LE ,12.0,512,AMD,47,1024 ,1024,128,1125,GDDR5,No,6,28,01/05/2013 ,$59.00,24.0,19
Radeon HD 7750 Asus TOP 1GB Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,75,1024 ,1024,128,1150,GDDR5,No,14,28,01/02/2012 ,$0.00,32.0,29
Radeon HD 7730 v2,GCN 1.0 Cape Verde LE ,12.0,512,AMD,47,2048 ,2048,128,900,DDR3,No,6,28,01/05/2013 ,$69.00,24.0,19
Radeon HD 7730 v2 PowerColor 2GB Edition,GCN 1.0 Cape Verde LE ,12.0,512,AMD,47,2048 ,2048,128,800,DDR3,No,6,28,24/07/2013 ,$0.00,24.0,19
Radeon HD 7730 v2 Sapphire 2GB Edition,GCN 1.0 Cape Verde LE ,12.0,512,AMD,47,2048 ,2048,128,900,DDR3,No,6,28,10/05/2013 ,$0.00,24.0,19
Radeon HD 8870 (OEM),GCN 1.0 Pitcairn XT ,12.0,512,AMD,175,2048 ,2048,256,1200,GDDR5,No,24,28,08/01/2013 ,$0.00,80.0,80
Radeon HD 7750 Sapphire Ultimate,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,55,1024 ,1024,128,1125,GDDR5,No,13,28,01/02/2012 ,$0.00,32.0,26
Radeon HD 7750 Sapphire Low Profile,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,13,28,01/08/2012 ,$0.00,32.0,26
Radeon HD 7750 Sapphire 2GB DDR3 Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,2048 ,2048,128,800,DDR3,No,13,28,01/08/2012 ,$0.00,32.0,26
Radeon HD 7770 Sapphire Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1125,GDDR5,No,16,28,01/02/2012 ,$0.00,40.0,40
Radeon HD 7770 Vapor/X GHz OC Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1300,GDDR5,No,18,28,01/08/2012 ,$0.00,40.0,44
Radeon HD 7770 VTX3D X/Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1250,GDDR5,No,18,28,01/06/2012 ,$0.00,40.0,46
Radeon HD 7770 Sapphire GHz OC Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1250,GDDR5,No,18,28,16/02/2012 ,$0.00,40.0,46
Radeon HD 7790 Crossfire,GCN 1.0 Bonaire XT (x2) ,12.0,512(x2),AMD,170,2048 ,2048,128,1500,GDDR5,No,32,28,22/03/2013 ,$0.00,56.0,112
Radeon HD 7770 XFX Core 1GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,16,28,01/02/2012 ,$0.00,40.0,40
Radeon HD 7770 MSI Power Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,18,28,01/02/2012 ,$0.00,40.0,44
Radeon HD 7770 XFX Ultra OC Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1245,GDDR5,No,18,28,01/05/2012 ,$0.00,40.0,44
Radeon HD 7850,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,130,2048 ,2048,256,1200,GDDR5,No,28,28,19/03/2012 ,$249.00,64.0,55
Radeon HD 7850 1GB Sapphire Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,0,1024 ,1024,256,1250,GDDR5,No,28,28,01/08/2012 ,$0.00,64.0,55
Radeon HD 7850 2GB Sapphire Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,0,2048 ,2048,256,1200,GDDR5,No,28,28,01/08/2012 ,$0.00,64.0,55
Radeon HD 7850 2GB PowerColor v2 Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,0,2048 ,2048,256,1200,GDDR5,No,28,28,01/05/2012 ,$0.00,64.0,55
Radeon HD 7850 Club3D royalKing Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,130,2048 ,2048,256,1200,GDDR5,No,29,28,01/02/2012 ,$0.00,64.0,58
Radeon HD 7850 Club3D royalQueen 1GB Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,130,1024 ,1024,256,1200,GDDR5,No,28,28,01/02/2012 ,$0.00,64.0,55
Radeon HD 7770 XFX Double Dissipation 1GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1125,GDDR5,No,16,28,31/03/2012 ,$0.00,40.0,40
GeForce GT 705,Fermi GF119/300/A1 ,12.0,128,Nvidia,29,1024 ,1024,64,825,DDR3,No,3,40,27/03/2014 ,$0.00,8.0,7
Radeon HD 7770 Sapphire Flex GHz Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,16,28,01/08/2012 ,$0.00,40.0,40
Radeon HD 7770 MSI PMD1 Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,150,1024 ,1024,128,1125,GDDR5,No,16,28,01/02/2012 ,$0.00,40.0,40
Radeon HD 7750 VTX3D 1GB GDDR5 Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,13,28,01/02/2012 ,$0.00,32.0,26
Radeon HD 7770 Crossfire,GCN 1.0 Cape Verde XT (x2) ,12.0,512(x2),AMD,160,2048 ,2048,128,1125,GDDR5,No,32,28,01/02/2012 ,$0.00,40.0,80
Radeon HD 7750 XFX Core Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,13,28,01/02/2012 ,$0.00,32.0,26
Radeon HD 7770 2GB GHz Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,2048 ,2048,128,1125,GDDR5,No,16,28,15/02/2012 ,$0.00,40.0,40
Radeon HD 7770 Asus GHz Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,150,2048 ,2048,128,1150,GDDR5,No,16,28,01/06/2012 ,$0.00,40.0,41
Radeon HD 7770 BE Super Overclock Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1300,GDDR5,No,18,28,01/02/2012 ,$0.00,40.0,45
Radeon HD 7770 PowerColor GHz Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,16,28,01/02/2012 ,$0.00,40.0,40
Radeon HD 7770 Ghost Thermal Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,16,28,01/02/2012 ,$0.00,40.0,40
Radeon HD 7770 Direct CU II TOP Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1150,GDDR5,No,18,28,01/06/2012 ,$0.00,40.0,45
Radeon HD 7770 Gigabyte OC Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1250,GDDR5,No,18,28,01/06/2012 ,$0.00,40.0,44
Radeon HD 7770 Gigabyte OC rev. 2.0 Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,17,28,01/12/2012 ,$0.00,40.0,42
Radeon HD 7770 MSI 2PM OC Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1150,GDDR5,No,16,28,02/01/2012 ,$0.00,40.0,41
Radeon HD 7770 iCooler 1GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,16,28,01/04/2012 ,$0.00,40.0,40
Radeon HD 7770 PowerColor PCS+ Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,0,1024 ,1024,128,1125,GDDR5,No,18,28,01/03/2012 ,$0.00,40.0,46
Radeon HD 7770 DirectCU II V2 Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,150,1024 ,1024,128,1150,GDDR5,No,16,28,01/06/2012 ,$0.00,40.0,41
GeForce GTX Titan Asus Edition,Kepler GK110/400/A1 ,12.0,1536,Nvidia,250,6144 ,6144,384,1502,GDDR5,No,42,28,19/02/2013 ,$0.00,224.0,196
GeForce GTX 590 Zotac Edition,Fermi GF110 ,12.0,384(x2),Nvidia,365,3072 ,3072,384,854,GDDR5,No,58,40,01/03/2011 ,$0.00,64.0,78
GeForce GTX Titan iChill Accelero Hybrid Edition,Kepler GK110/400/A1 ,12.0,1536,Nvidia,265,6144 ,6144,384,1502,GDDR5,No,47,28,15/03/2013 ,$0.00,224.0,220
GeForce GTX 680 Direct CU II TOP,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,38,28,01/05/2012 ,$0.00,128.0,154
GeForce GTX 670 Zotac 4GB OC Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,4096 ,4096,256,1502,GDDR5,No,32,28,01/02/2012 ,$0.00,112.0,113
GeForce GTX 680,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1502,GDDR5,No,34,28,22/03/2012 ,$499.00,128.0,135
GeForce GTX 680 Asus DirectCU II 4GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,225,4096 ,4096,256,1502,GDDR5,No,34,28,07/11/2012 ,$0.00,128.0,135
GeForce GTX 680 EX OC 4GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,4096 ,4096,256,1502,GDDR5,No,38,28,01/08/2012 ,$0.00,128.0,151
GeForce GTX 680 EVGA Classified Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,4096 ,4096,256,1502,GDDR5,No,38,28,01/02/2012 ,$0.00,128.0,151
GeForce GTX 670 Zotac AMP Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1652,GDDR5,No,38,28,01/05/2012 ,$0.00,112.0,132
GeForce GTX 680 EVGA SC Signature Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1552,GDDR5,No,37,28,01/05/2012 ,$0.00,128.0,147
GeForce GTX 680 EVGA SC Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1552,GDDR5,No,36,28,22/03/2012 ,$0.00,128.0,144
GeForce GTX 680 EXO 2GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,38,28,01/09/2012 ,$0.00,128.0,151
GeForce GTX 680 EVGA SC Signature 2 Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1552,GDDR5,No,37,28,01/12/2012 ,$0.00,128.0,149
GeForce GTX 680 Gigabyte OC 4GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,4096 ,4096,256,1502,GDDR5,No,36,28,01/04/2012 ,$0.00,128.0,146
GeForce GTX 680 Gainward 2GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,4096 ,4096,256,1502,GDDR5,No,34,28,22/05/2012 ,$0.00,128.0,135
GeForce GTX 680 FTW 4GB Edition ,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,4096 ,4096,256,1502,GDDR5,No,35,28,01/05/2012 ,$0.00,128.0,139
GeForce GTX 680 EVGA SC Signature+ Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1502,GDDR5,No,37,28,01/05/2012 ,$0.00,128.0,147
GeForce GTX 680 Galaxy 2GB OC Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1502,GDDR5,No,38,28,01/02/2012 ,$0.00,128.0,151
GeForce GTX 680 Asus OC 2GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,36,28,01/05/2012 ,$0.00,128.0,146
GeForce GTX 670 Palit 2GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,2048 ,2048,256,1502,GDDR5,No,31,28,10/05/2012 ,$399.00,112.0,110
GeForce GTX 670 EVGA FTW+ 4GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,4096 ,4096,256,1502,GDDR5,No,35,28,01/05/2012 ,$0.00,112.0,121
GeForce GTX 670 FTW SIG2 2GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,2048 ,2048,256,1552,GDDR5,No,35,28,01/12/2012 ,$0.00,112.0,121
GeForce GTX 670 FTW 2GB,Kepler GK104/325/A2 ,12.0,512,Nvidia,225,2048 ,2048,256,1552,GDDR5,No,32,28,01/05/2012 ,$0.00,112.0,113
GeForce GTX 670 Galaxy GC 4GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,4096 ,4096,256,1502,GDDR5,No,35,28,01/05/2012 ,$0.00,112.0,122
GeForce GTX 670 SC+ 4GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,4096 ,4096,256,1502,GDDR5,No,33,28,01/05/2012 ,$0.00,112.0,117
GeForce GTX 670 Galaxy GC 2GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,2048 ,2048,256,1502,GDDR5,No,35,28,01/05/2012 ,$0.00,112.0,122
GeForce GTX 670 SLI,Kepler GK104/325/A2 (x2) ,12.0,512(x2),Nvidia,340,4096 ,4096,256,1502,GDDR5,No,63,28,01/05/2012 ,$0.00,112.0,220
GeForce GTX 670 Gigabyte 2xWindForce Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,33,28,01/05/2012 ,$0.00,112.0,114
GeForce GTX 670 Gigabyte 3xWindForce Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,180,2048 ,2048,256,1502,GDDR5,No,34,28,01/05/2012 ,$0.00,112.0,118
GeForce GTX 670 MSI OC Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,2048 ,2048,256,1502,GDDR5,No,33,28,01/05/2012 ,$0.00,112.0,117
GeForce GTX 670 Gigabyte 3xWindForce 4GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,180,4096 ,4096,256,1502,GDDR5,No,34,28,01/05/2012 ,$0.00,112.0,118
GeForce GTX 670 Jetstream 2GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,185,2048 ,2048,256,1527,GDDR5,No,35,28,01/05/2012 ,$0.00,112.0,121
GeForce GTX 670 PNY 2GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,170,2048 ,2048,256,1502,GDDR5,No,31,28,01/05/2012 ,$0.00,112.0,110
GeForce GTX 670 SC 2GB Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,33,28,01/05/2012 ,$0.00,112.0,117
GeForce GTX 670 Gainward Phantom Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1527,GDDR5,No,35,28,01/05/2012 ,$0.00,112.0,121
GeForce GTX 670 MSI Power Edition,Kepler GK104/325/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,35,28,01/06/2012 ,$0.00,112.0,121
GeForce GTX 680 Galaxy 2GB SOC Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1502,GDDR5,No,41,28,01/10/2012 ,$0.00,128.0,162
GeForce GTX 680 Hydro Copper Edition ,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1575,GDDR5,No,39,28,01/03/2012 ,$0.00,128.0,156
GeForce GTX 690 Asus 4GB Edition,Kepler GK104/355/A2 ,12.0,1024,Nvidia,385,4096 ,4096,512,1502,GDDR5,No,65,28,01/05/2012 ,$0.00,256.0,261
GeForce GTX 690,Kepler GK104/355/A2 ,12.0,512(x2),Nvidia,300,4096 ,4096,256,1500,GDDR5,No,65,28,03/05/2012 ,$999.99,128.0,261
GeForce GTX 680 Zotac 4GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,4096 ,4096,256,1502,GDDR5,No,34,28,01/05/2012 ,$0.00,128.0,135
GeForce GT 730 v2 EVGA Low Profile 2GB Edition,Kepler GK208/301/A1 ,12.0,128,Nvidia,25,2048 ,2048,64,1250,GDDR5,No,7,28,18/06/2014 ,$0.00,16.0,14
GeForce GT 720 v2,Kepler GK208 ,12.0,128,Nvidia,19,1024 ,1024,64,1250,GDDR5,No,6,28,27/03/2014 ,$59.00,16.0,13
GeForce GTX 690 SLI,Kepler GK104/355/A2 (x2) ,12.0,1024(x2),Nvidia,600,8192 ,8192,512,1502,GDDR5,No,130,28,03/05/2012 ,$0.00,256.0,522
GeForce GTX 680 Zotac AMP Edition ,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1652,GDDR5,No,38,28,01/04/2012 ,$0.00,128.0,150
GeForce GT 720 v2 MSI 2GB Edition,Kepler GK208 ,12.0,128,Nvidia,19,2048 ,2048,64,1250,GDDR5,No,6,28, 27/03/2014 ,$0.00,16.0,13
GeForce GT 710 v2,Kepler GK208 ,12.0,128,Nvidia,19,2048 ,2048,64,900,DDR3,No,8,28,26/01/2016 ,$0.00,16.0,15
GeForce GT 710,Fermi GF119/300/A1 ,12.0,128,Nvidia,30,1024 ,1024,64,898,DDR3,No,3,40,22/08/2014 ,$0.00,8.0,6
GeForce GT 720,Kepler GK208 ,12.0,128,Nvidia,19,1024 ,1024,64,900,DDR3,No,6,28,27/03/2014 ,$49.00,16.0,13
GeForce GT 710 v2 EVGA Low Profile 2GB Edition,Kepler GK208 ,12.0,128,Nvidia,25,2048 ,2048,64,900,DDR3,No,8,28,26/01/2016 ,$0.00,16.0,15
GeForce GTX Titan Gigabyte Edition,Kepler GK110/400/A1 ,12.0,1536,Nvidia,250,6144 ,6144,384,1502,GDDR5,No,42,28,19/02/2013 ,$0.00,224.0,196
GeForce GTX 480 SLI,Fermi GF100/375/A3 (x2) ,12.0,768(x2),Nvidia,500,3072 ,3072,384,924,GDDR5,No,67,40,01/03/2010 ,$988.00,60.0,84
GeForce GT 730,Kepler GK208 ,12.0,128,Nvidia,23,2048 ,2048,64,900,DDR3,No,7,28,18/06/2014 ,$89.00,16.0,14
GeForce GTX 680 Galaxy Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,4096 ,4096,256,1502,GDDR5,No,38,28,01/05/2012 ,$0.00,128.0,151
GeForce GTX 680inFast 4GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,4096 ,4096,256,1502,GDDR5,No,34,28,01/03/2012 ,$0.00,128.0,135
GeForce GTX 690 Hydro Copper Signature Edition,Kepler GK104/355/A2 ,12.0,1024,Nvidia,0,4096 ,4096,512,1502,GDDR5,No,67,28,01/09/2012 ,$0.00,256.0,268
GeForce GTX 680 Gigabyte SO 2GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1550,GDDR5,No,38,28,01/08/2012 ,$0.00,128.0,154
GeForce GTX 680 Inno3D HerculeZ 2000 4GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,4096 ,4096,256,1502,GDDR5,No,34,28,07/11/2012 ,$0.00,128.0,135
GeForce GTX 680 KFA2 2GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1502,GDDR5,No,34,28,01/03/2012 ,$0.00,128.0,135
GeForce GTX 680 Gigabyte OC Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,36,28,01/04/2012 ,$0.00,128.0,146
GeForce GTX 680 Lightning Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,38,28,01/06/2012 ,$0.00,128.0,151
GeForce GT 1030,Pascal ,12.0,0,Nvidia,30,2048 ,2048,64,1000,GDDR5,No,24,16,17/05/2017 ,$0.00,32.0,48
GeForce GTX 680 Quad SLI,Kepler GK104/400/A2 (x4) ,12.0,512(x4),Nvidia,780,8192 ,8192,256,1502,GDDR5,No,135,28,01/03/2012 ,$0.00,128.0,542
GeForce GTX 680 KFA2 LTD OC 2GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1502,GDDR5,No,38,28,01/08/2012 ,$0.00,128.0,151
GeForce GTX 680 Palit Jetstream 4GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,215,4096 ,4096,256,1502,GDDR5,No,34,28,01/04/2012 ,$0.00,128.0,135
GeForce GTX 680 Palit Jetstream 2GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,215,2048 ,2048,256,1575,GDDR5,No,37,28,01/04/2012 ,$0.00,128.0,147
GeForce GTX 680 Phantom 4GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,4096 ,4096,256,1502,GDDR5,No,34,28,01/06/2012 ,$0.00,128.0,135
GeForce GTX 680 PNY XLR8 Enthusiast 4GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,4096 ,4096,256,1502,GDDR5,No,34,28,23/04/2012 ,$0.00,128.0,135
GeForce GTX 680 Twin Frozr OC Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,195,2048 ,2048,256,1502,GDDR5,No,36,28,13/04/2012 ,$0.00,128.0,144
GeForce GTX 680 Phantom 2GB Edition,Kepler GK104/400/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1575,GDDR5,No,37,28,01/04/2012 ,$0.00,128.0,147
GeForce GTX Titan Inno3D Edition,Kepler GK110/400/A1 ,12.0,1536,Nvidia,250,6144 ,6144,384,1502,GDDR5,No,42,28,19/02/2013 ,$0.00,224.0,196
GeForce GTX 650 Power Edition OC 1GB,Kepler GK107/450/A2 ,12.0,256,Nvidia,0,1024 ,1024,128,1250,GDDR5,No,18,28,01/09/2012 ,$0.00,32.0,36
GeForce GT 630 Zotac Synergy 1GB Edition,Fermi GF108/400/A1 ,12.0,256,Nvidia,65,1024 ,1024,128,667,DDR3,No,3,40,15/05/2012 ,$0.00,16.0,11
GeForce GTX 650 Palit 1GB Edition,Kepler GK107/450/A2 ,12.0,256,Nvidia,64,1024 ,1024,128,1250,GDDR5,No,17,28,01/09/2012 ,$0.00,32.0,34
GeForce GTX 770 Galaxy HOF 2GB Edition,Kepler GK104/425/A2 ,12.0,512,Nvidia,230,2048 ,2048,256,1753,GDDR5,No,40,28,01/06/2013 ,$0.00,128.0,161
GeForce GTX 770 Inno3D HerculeZ 2000 2GB Edition,Kepler GK104/425/A2 ,12.0,512,Nvidia,230,2048 ,2048,256,1753,GDDR5,No,36,28,01/05/2013 ,$0.00,128.0,142
GeForce GTX 770 Inno3D iChill HerculeZ X3 Ultra 2GB Edition,Kepler GK104/425/A2 ,12.0,512,Nvidia,244,2048 ,2048,256,1800,GDDR5,No,38,28,22/06/2013 ,$0.00,128.0,154
GeForce GTX 770 Leadtek Hurricane III Edition,Kepler GK104/425/A2 ,12.0,512,Nvidia,230,4096 ,4096,256,1752,GDDR5,No,36,28,30/05/2013 ,$0.00,128.0,142
GeForce GTX 770 Inno3D iChill HerculeZ X3 Ultra 4GB Edition,Kepler GK104/425/A2 ,12.0,512,Nvidia,256,4096 ,4096,256,1800,GDDR5,No,38,28,22/06/2013 ,$0.00,128.0,154
GeForce GTX 770 MSI Lightning Edition,Kepler GK104/425/A2 ,12.0,512,Nvidia,280,2048 ,2048,256,1753,GDDR5,No,38,28,18/06/2013 ,$0.00,128.0,154
GeForce GTX 770 MSI TwinFrozr 4GB Edition,Kepler GK104/425/A2 ,12.0,512,Nvidia,229,4096 ,4096,256,1753,GDDR5,No,38,28,18/06/2013 ,$0.00,128.0,152
GeForce GTX 770 Palit JetStream 4GB Edition,Kepler GK104/425/A2 ,12.0,512,Nvidia,230,4096 ,4096,256,1752,GDDR5,No,35,28,30/05/2013 ,$0.00,128.0,139
GeForce GTX 770 Palit JetStream 2GB Edition,Kepler GK104/425/A2 ,12.0,512,Nvidia,0,2048 ,2048,256,1752,GDDR5,No,38,28,30/05/2013 ,$0.00,128.0,154
GeForce GTX 770 Palit JetStream 2GB Edition SLI,Kepler GK104/425/A2 ,12.0,256(x2),Nvidia,0,4096 ,4096,256,1752,GDDR5,No,77,28,30/05/2013 ,$0.00,128.0,308
