GPU Name,Architecture,DirectX,Cache,Manufacturer,Power Consumption,Memory,Bandwidth,Memory Bus,Clock Speed,Memory Type,Notebook_GPU,Pixel Speed,Process,Release Date,Release Price,TMUs,Texture Rate
Radeon R9 290 Sapphire Tri/X OC Edition Crossfire,GCN 1.1 Hawaii PRO ,12.0,512(x2),AMD,550,8192 ,8192,512,1300,GDDR5,No,128,28,05/12/2013 ,$0.00,160.0,320
Radeon R9 290 MSI Gaming Edition,GCN 1.1 Hawaii PRO ,12.0,1024,AMD,275,4096 ,4096,512,1250,GDDR5,No,64,28,23/12/2013 ,$0.00,160.0,161
Radeon R9 290 PowerColor OC Edition,GCN 1.1 Hawaii PRO ,12.0,1024,AMD,250,4096 ,4096,512,1250,GDDR5,No,62,28,05/11/2013 ,$0.00,160.0,156
Radeon R9 290 Sapphire Tri/X OC Edition,GCN 1.1 Hawaii PRO ,12.0,1024,AMD,275,4096 ,4096,512,1300,GDDR5,No,64,28,05/12/2013 ,$0.00,160.0,160
Radeon R9 290 VTX3D X/Edition,GCN 1.1 Hawaii PRO ,12.0,1024,AMD,250,4096 ,4096,512,1250,GDDR5,No,62,28,05/11/2013 ,$0.00,160.0,156
Radeon R9 290 XFX Double Dissipation Edition,GCN 1.1 Hawaii PRO ,12.0,1024,AMD,250,4096 ,4096,512,1250,GDDR5,No,61,28,20/12/2013 ,$0.00,160.0,152
Radeon R9 290 Sapphire Vapor/X OC Edition,GCN 1.1 Hawaii PRO ,12.0,1024,AMD,275,4096 ,4096,512,1400,GDDR5,No,66,28,05/04/2014 ,$0.00,160.0,165
Radeon R9 290X Asus DirectCU II Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,300,4096 ,4096,512,1250,GDDR5,No,64,28,06/01/2014 ,$0.00,176.0,176
Radeon R9 290 XFX Black Edition,GCN 1.1 Hawaii PRO ,12.0,1024,AMD,250,4096 ,4096,512,1250,GDDR5,No,63,28,05/11/2013 ,$0.00,160.0,157
Radeon R9 290X Asus ROG Matrix Platinum Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,375,4096 ,4096,512,1350,GDDR5,No,67,28,19/03/2014 ,$0.00,176.0,185
Radeon R9 290X,GCN 1.1 Hawaii XT ,12.0,1024,AMD,290,4096 ,4096,512,1250,GDDR5,No,64,28,24/10/2013 ,$549.00,176.0,176
Radeon R9 290X GigabyteindForce 3X OC Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,290,4096 ,4096,512,1250,GDDR5,No,67,28,01/12/2013 ,$0.00,176.0,183
Radeon R9 290X Asus DirectCU II OC Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,300,4096 ,4096,512,1350,GDDR5,No,67,28,19/12/2013 ,$0.00,176.0,185
Radeon R9 290X Asus DirectCU II OC Edition Crossfire,GCN 1.1 Hawaii XT (x2) ,12.0,1024(x2),AMD,600,8192 ,8192,512,1350,GDDR5,No,134,28,01/12/2013 ,$0.00,176.0,370
Radeon R9 290X Crossfire,GCN 1.1 Hawaii XT (x2) ,12.0,1024(x2),AMD,500,8192 ,8192,512,1250,GDDR5,No,128,28,24/10/2013 ,$0.00,176.0,352
Radeon R9 290X Club3D royalKing Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,250,4096 ,4096,512,1250,GDDR5,No,66,28,24/10/2013 ,$0.00,176.0,181
Radeon R9 290X MSI Gaming 8GB Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,290,8192 ,8192,512,1250,GDDR5,No,67,28,06/11/2014 ,$0.00,176.0,183
Radeon R9 290X GigabyteindForce 3X OC Edition Crossfire,GCN 1.1 Hawaii XT (x2) ,12.0,1024(x2),AMD,0,8192 ,8192,512,1250,GDDR5,No,133,28,01/12/2013 ,$0.00,176.0,366
Radeon R9 290X MSI Gaming Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,290,4096 ,4096,512,1250,GDDR5,No,67,28,01/12/2013 ,$0.00,176.0,183
Radeon R9 290X MSI Gaming Edition Crossfire,GCN 1.1 Hawaii XT (x2) ,12.0,1024(x2),AMD,580,8192 ,8192,512,1250,GDDR5,No,133,28,01/12/2013 ,$0.00,176.0,366
Radeon R9 290X MSI Lightning Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,290,4096 ,4096,512,1250,GDDR5,No,69,28,01/03/2014 ,$0.00,176.0,190
Radeon R9 290X PowerColor OC Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,0,4096 ,4096,512,1250,GDDR5,No,66,28,26/10/2013 ,$0.00,176.0,181
Radeon R9 290X PowerColor PCS+ 4GB Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,290,4096 ,4096,512,1350,GDDR5,No,67,28,07/01/2014 ,$0.00,176.0,183
Radeon R7 350 (OEM),GCN 1.1 Oland XT ,12.0,512,AMD,65,1024 ,1024,128,1150,GDDR5,No,8,28,05/05/2015 ,$0.00,24.0,25
Radeon R9 290X Sapphire Tri/X OC Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,290,4096 ,4096,512,1300,GDDR5,No,67,28,01/12/2013 ,$0.00,176.0,183
Radeon R9 290X PowerColor PCS+ 4GB Edition Crossfire,GCN 1.1 Hawaii XT (x2) ,12.0,1024(x2),AMD,0,8192 ,8192,512,1350,GDDR5,No,133,28,07/01/2014 ,$0.00,176.0,366
Radeon R9 290X Sapphire Vapor/X Tri/X OC 4GB Edition,GCN 1.1 Hawaii XT ,12.0,1024,AMD,290,4096 ,4096,512,1410,GDDR5,No,69,28,29/04/2014 ,$0.00,176.0,190
Radeon R9 290 GigabyteindForce 3X OC Edition,GCN 1.1 Hawaii PRO ,12.0,1024,AMD,275,4096 ,4096,512,1250,GDDR5,No,67,28,05/12/2013 ,$0.00,160.0,166
Radeon R9 270X Gigabyte 4GB OC Edition,GCN 1.1 Curacao XT ,12.0,512,AMD,180,4096 ,4096,256,1400,GDDR5,No,35,28,09/10/2013 ,$0.00,80.0,88
Radeon R9 270X Gigabyte 2GB OC Edition,GCN 1.1 Curacao XT ,12.0,512,AMD,180,2048 ,2048,256,1400,GDDR5,No,35,28,09/10/2013 ,$0.00,80.0,88
Radeon R9 270X,GCN 1.1 Curacao XT ,12.0,512,AMD,180,2048 ,2048,256,1400,GDDR5,No,34,28,08/10/2013 ,$199.00,80.0,84
Radeon R7 250X Sapphire Vapor/X OC Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1300,GDDR5,No,18,28,13/02/2014 ,$0.00,40.0,44
Radeon RX 480 HIS IceQ X² Roaring Turbo 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,43,14,29/06/2016 ,$250.00,144.0,193
Radeon R7 250X Sapphire 1GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1125,GDDR5,No,15,28,13/02/2014 ,$0.00,40.0,38
Radeon RX 480 MSI 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,120,4096 ,4096,256,1750,GDDR5,No,81,14,01/06/2016 ,$200.00,144.0,182
Radeon R7 260 MSI 1GB OC Edition,GCN 1.1 Bonaire PRO ,12.0,512,AMD,95,1024 ,1024,128,1500,GDDR5,No,17,28,20/01/2014 ,$0.00,48.0,50
Radeon RX 480 MSI Armor 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,120,4096 ,4096,256,1750,GDDR5,No,41,14,Unknown Release Date ,$220.00,144.0,182
Radeon RX 480 MSI 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$220.00,144.0,182
Radeon R7 260,GCN 1.1 Bonaire PRO ,12.0,512,AMD,95,2048 ,2048,128,1500,GDDR5,No,16,28,17/12/2013 ,$109.00,48.0,48
Radeon RX 480 HIS IceQ X² Roaring Turbo GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,43,14,29/06/2016 ,$250.00,144.0,193
Radeon RX 480 MSI Armor OC 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,120,4096 ,4096,256,1750,GDDR5,No,41,14,Unknown Release Date ,$220.00,144.0,186
Radeon RX 480 MSI Armor OC 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,Unknown Release Date ,$245.00,144.0,186
Radeon RX 480 MSI Gaming X 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,42,14,15/08/2016 ,$265.00,144.0,188
Radeon RX 480 MSI GAMING X 4G,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,42,14,29/06/2016 ,$240.00,144.0,188
Radeon R7 250X PowerColor 1GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1125,GDDR5,No,16,28, 13/02/2014 ,$0.00,40.0,40
Radeon RX 480 MSI Gaming 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,15/08/2016 ,$250.00,144.0,184
Radeon RX 480 PowerColor 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,41,14,29/06/2016 ,$230.00,144.0,182
Radeon RX 480 Sapphire 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$240.00,144.0,182
Radeon RX 480 PowerColor Red Devil 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,43,14,29/07/2016 ,$270.00,144.0,192
Radeon RX 480 PowerColor Red Dragon 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/07/2016 ,$250.00,144.0,182
Radeon RX 480 PowerColor Red Dragon 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,120,4096 ,4096,256,1750,GDDR5,No,41,14,01/06/2016 ,$210.00,144.0,182
Radeon RX 480 PowerColour 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$240.00,144.0,182
Radeon RX 480 Sapphire 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,41,14,29/06/2016 ,$240.00,144.0,182
Radeon RX 480 Sapphire NITRO+ 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,42,14,29/06/2016 ,$235.00,144.0,188
Radeon RX 480 Sapphire Nitro+ 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,43,14,29/07/2016 ,$260.00,144.0,193
Radeon RX 480 XFX 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,41,14,29/06/2016 ,$240.00,144.0,182
Radeon RX 480 XFX Black Edition 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,42,14,29/06/2016 ,$255.00,144.0,191
Radeon R7 260X,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1625,GDDR5,No,18,28,08/10/2013 ,$139.00,56.0,62
Radeon R7 260X Asus DirectCU II 2GB Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1625,GDDR5,No,18,28,08/10/2013 ,$0.00,56.0,62
Radeon RX 480 MSI GAMING 4G,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,41,14,29/06/2016 ,$200.00,144.0,184
Radeon R7 250X Gigabyte OC 1GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1125,GDDR5,No,17,28,13/02/2014 ,$0.00,40.0,42
Radeon R7 250X MSI 1GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,83,1024 ,1024,128,1125,GDDR5,No,15,28,13/02/2014 ,$0.00,40.0,38
Radeon R7 250X HIS iCooler 1GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1125,GDDR5,No,16,28,13/02/2014 ,$0.00,40.0,40
Radeon RX 480 Asus ROG Strix OC 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,43,14,29/06/2016 ,$240.00,144.0,192
Radeon RX 480 Asus ROG Strix Gaming 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$240.00,144.0,182
Radeon RX 480 Armor 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,Unknown Release Date ,$245.00,144.0,182
Radeon RX 480 Asus 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$120.00,144.0,182
Radeon RX 480 ASUS DUAL OC 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,41,14,29/06/2016 ,$230.00,144.0,182
Radeon RX 480 GIGABYTE G1 Gaming 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,41,14,29/06/2016 ,$200.00,144.0,182
Radeon RX 480 Gigabyte 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$240.00,144.0,182
Radeon RX 480 Gigabyte G1 Gaming 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,120,4096 ,4096,256,1750,GDDR5,No,41,14,01/06/2016 ,$210.00,144.0,182
Radeon RX 480 Gigabyte G1 Gaming 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$240.00,144.0,186
Radeon RX 480 Gigabyteindforce 4GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,4096 ,4096,256,1750,GDDR5,No,41,14,29/06/2016 ,$220.00,144.0,182
Radeon RX 480 HIS 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$120.00,144.0,182
Radeon RX 480 HIS IceQ X2 Roaring OC 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$250.00,144.0,185
Radeon RX 480 Gigabyteindforce 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$120.00,144.0,182
Radeon R7 250 v2 2GB,GCN 1.1 Oland XT ,12.0,512,AMD,65,2048 ,2048,128,900,DDR3,No,8,28,08/10/2013 ,$89.00,24.0,25
Radeon R7 250 v2 Club3D 2GB Edition,GCN 1.1 Oland XT ,12.0,512,AMD,48,2048 ,2048,128,900,DDR3,No,8,28,09/10/2013 ,$0.00,24.0,25
Radeon RX 480 HIS IceQ X² Roaring OC GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$240.00,144.0,185
Radeon R7 250 v2 HIS 2GB Edition,GCN 1.1 Oland XT ,12.0,512,AMD,65,2048 ,2048,128,900,DDR3,No,8,28,09/10/2013 ,$0.00,24.0,25
Radeon R7 250 v2 XFX Core 1GB Edition,GCN 1.1 Oland XT ,12.0,512,AMD,65,1024 ,1024,128,800,DDR3,No,8,28,09/10/2013 ,$0.00,24.0,25
Radeon R7 250 v2 MSI OC 2GB Edition,GCN 1.1 Oland XT ,12.0,512,AMD,65,2048 ,2048,128,900,DDR3,No,9,28,11/10/2013 ,$0.00,24.0,26
Radeon R7 250 v2 Sapphire 2GB Edition,GCN 1.1 Oland XT ,12.0,512,AMD,65,2048 ,2048,128,900,DDR3,No,8,28,09/10/2013 ,$0.00,24.0,25
Radeon R7 250X,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,2048 ,2048,128,1125,GDDR5,No,15,28,10/02/2014 ,$99.00,40.0,38
Radeon R7 250 v2 XFX 2GB Edition,GCN 1.1 Oland XT ,12.0,512,AMD,65,2048 ,2048,128,800,DDR3,No,8,28,09/10/2013 ,$0.00,24.0,25
Radeon R7 250X Asus 2GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,2048 ,2048,128,1150,GDDR5,No,16,28,13/02/2014 ,$0.00,40.0,41
Radeon R7 250E,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,55,1024 ,1024,128,1125,GDDR5,No,13,28,20/12/2013 ,$109.00,32.0,26
Radeon R7 250E Sapphire Ultimate 1GB Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,75,1024 ,1024,128,1125,GDDR5,No,13,28,20/12/2013 ,$0.00,32.0,26
Radeon R7 250E Club3D Low Profile 1GB Edition,GCN 1.0 Cape Verde PRO ,12.0,512,AMD,61,1024 ,1024,128,1125,GDDR5,No,13,28,20/12/2013 ,$0.00,32.0,26
Radeon R7 250X Asus 1GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,1024 ,1024,128,1125,GDDR5,No,16,28,13/02/2014 ,$0.00,40.0,40
Radeon R7 250X Gigabyte OC 2GB Edition,GCN 1.0 Cape Verde XT ,12.0,512,AMD,80,2048 ,2048,128,1125,GDDR5,No,16,28,13/02/2014 ,$0.00,40.0,41
Radeon R7 250X Crossfire,GCN 1.0 Cape Verde XT (x2) ,12.0,512(x2),AMD,160,4096 ,4096,128,1125,GDDR5,No,30,28,10/02/2014 ,$0.00,40.0,76
Radeon R7 260X Crossfire,GCN 1.1 Bonaire XTX (x2) ,12.0,512(x2),AMD,230,4096 ,4096,128,1625,GDDR5,No,35,28,01/10/2013 ,$278.00,56.0,123
Radeon R7 260X Club3D royalKing Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,105,2048 ,2048,128,1650,GDDR5,No,19,28,08/10/2013 ,$0.00,56.0,65
Radeon R7 260X MSI 2GB OC Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1625,GDDR5,No,19,28,08/10/2013 ,$0.00,56.0,66
Radeon R7 260X Asus DirectCU II OC Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1750,GDDR5,No,19,28,08/10/2013 ,$0.00,56.0,67
Radeon RX 480 XFX Triple X OC 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/06/2016 ,$245.00,144.0,185
Radeon R7 265 MSI OC 2GB Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,31,28,13/02/2014 ,$0.00,64.0,61
Radeon R7 260X VisionTek OC 2GB Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1650,GDDR5,No,19,28,08/10/2013 ,$0.00,56.0,65
Radeon R7 265,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,30,28,13/02/2014 ,$149.00,64.0,59
Radeon R9 270 Club3D royalQueen Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,146,2048 ,2048,256,1400,GDDR5,No,31,28,13/11/2013 ,$0.00,80.0,76
Radeon R7 260X XFX Double D 2GB Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1600,GDDR5,No,18,28,08/10/2013 ,$0.00,56.0,62
Radeon R7 265 PowerColor TurboDuo OC 2GB Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,31,28,19/03/2014 ,$0.00,64.0,61
Radeon R7 265 Asus DirectCU II 2GB Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,30,28,13/02/2014 ,$0.00,64.0,59
Radeon R7 265 GigabyteindForce 2X OC 2GB Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,33,28,18/03/2014 ,$0.00,64.0,66
Radeon R7 265 Sapphire Dual/X 2GB Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,30,28,13/02/2014 ,$0.00,64.0,59
Radeon R9 270,GCN 1.1 Curacao PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,30,28,13/11/2013 ,$99.00,80.0,74
Radeon R9 255 (OEM),GCN 1.0 Cape Verde PRX ,12.0,512,AMD,0,2048 ,2048,128,1625,GDDR5,No,15,28,21/12/2013 ,$0.00,32.0,30
Radeon R9 270 Club3D '14Series Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,146,2048 ,2048,256,1400,GDDR5,No,31,28,18/12/2013 ,$0.00,80.0,76
Radeon R9 270 Club3D 14Series Edition Crossfire,GCN 1.1 Curacao PRO (x2) ,12.0,512(x2),AMD,300,4096 ,4096,256,1400,GDDR5,No,61,28,18/12/2013 ,$0.00,80.0,153
Radeon R9 270 HIS IceQ XÂ² 2GB Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,30,28,13/11/2013 ,$0.00,80.0,74
Radeon R9 270X DirectCU II TOP 2GB Edition,GCN 1.1 Curacao XT ,12.0,512,AMD,180,2048 ,2048,256,1400,GDDR5,No,36,28,08/10/2013 ,$0.00,80.0,90
Radeon R9 270 Crossfire,GCN 1.1 Curacao PRO (x2) ,12.0,512(x2),AMD,300,4096 ,4096,256,1400,GDDR5,No,59,28,13/11/2013 ,$358.00,80.0,148
Radeon R9 270 GigabyteindForce 2X OC Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,175,2048 ,2048,256,1400,GDDR5,No,31,28,13/11/2013 ,$0.00,80.0,78
Radeon R9 270 HIS iCooler 2GB Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,30,28,13/11/2013 ,$0.00,80.0,76
Radeon R9 270 HIS IceQ X² Turbo Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,175,2048 ,2048,256,1400,GDDR5,No,31,28,13/11/2013 ,$0.00,80.0,78
Radeon R9 270 DirectCU II OC Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,175,2048 ,2048,256,1400,GDDR5,No,31,28,13/11/2013 ,$0.00,80.0,78
Radeon R9 270 v2,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,30,28,13/03/2015 ,$0.00,64.0,59
Radeon R9 270 MSI Gaming 2GB Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,175,2048 ,2048,256,1400,GDDR5,No,31,28,13/11/2013 ,$0.00,80.0,78
Radeon R9 270 PowerColor 2GB OC Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,0,2048 ,2048,256,1400,GDDR5,No,31,28,13/11/2013 ,$0.00,80.0,76
Radeon R9 270X MSI Gaming 4GB Edition,GCN 1.1 Curacao XT ,12.0,512,AMD,180,4096 ,4096,256,1400,GDDR5,No,36,28,09/10/2013 ,$0.00,80.0,90
Radeon R9 270 Sapphire Dual/X 2GB OC Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,0,2048 ,2048,256,1400,GDDR5,No,30,28,13/11/2013 ,$0.00,80.0,76
Radeon R9 270 XFX Double D 2GB Edition,GCN 1.1 Curacao PRO ,12.0,512,AMD,150,2048 ,2048,256,1400,GDDR5,No,30,28, 13/11/2013 ,$0.00,80.0,74
Radeon HD 7850 Club3D royalAce Edition,GCN 1.0 Pitcairn PRO ,12.0,512,AMD,150,2048 ,2048,256,1200,GDDR5,No,32,28,01/09/2012 ,$0.00,64.0,64
Radeon R9 270X Asus DirectCU II 4GB Edition,GCN 1.1 Curacao XT ,12.0,512,AMD,225,4096 ,4096,256,1400,GDDR5,No,35,28,09/10/2013 ,$0.00,80.0,88
Radeon R7 260X v3 Sapphire 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,85,2048 ,2048,128,1250,GDDR5,No,16,28,05/02/2015 ,$0.00,56.0,56
Radeon R7 370 PowerColor PCS+ 2GB Edition,GCN 1.0 Trinidad PRO ,12.0,1024,AMD,110,2048 ,2048,256,1425,GDDR5,No,32,28,18/06/2015 ,$0.00,64.0,63
Radeon RX 480 XFX GTR Hard Swap Black Edition 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,43,14,29/07/2016 ,$260.00,144.0,193
Radeon RX 480 XFX RS Hard Swap Triple X 8GB,GCN 1.3 Ellesmere XT ,12.0,2048,ATI,150,8192 ,8192,256,2000,GDDR5,No,41,14,29/07/2016 ,$250.00,144.0,185
Radeon R7 260X Sapphire 2GB OC Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,120,2048 ,2048,128,1650,GDDR5,No,18,28,08/10/2013 ,$0.00,56.0,64
Radeon R7 260X Gigabyte 2GB OC Rev. 1.0 Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1625,GDDR5,No,19,28,09/10/2013 ,$0.00,56.0,67
Radeon R7 260X Gigabyte 2GB OC Rev. 2.0 Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1625,GDDR5,No,19,28,09/10/2013 ,$0.00,56.0,67
Radeon R7 260X MSI 2GB Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1625,GDDR5,No,18,28,08/10/2013 ,$0.00,56.0,62
Radeon R7 260X PowerColor TurboDuo OC 2GB Edition,GCN 1.1 Bonaire XTX ,12.0,512,AMD,115,2048 ,2048,128,1650,GDDR5,No,19,28,08/10/2013 ,$0.00,56.0,65
Radeon R7 260X v2,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1500,GDDR5,No,16,28,08/10/2013 ,$0.00,56.0,56
Radeon R7 260X v2 Asus DirectCU II OC 1GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1600,GDDR5,No,17,28,08/10/2013 ,$0.00,56.0,60
Radeon R7 260X v2 Gigabyte OC 1GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1500,GDDR5,No,17,28,26/12/2013 ,$0.00,56.0,60
Radeon R7 260X v2 HIS iCooler 1GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1500,GDDR5,No,16,28,31/10/2013 ,$0.00,56.0,56
Radeon R7 260X v2 HIS iCooler 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,2048 ,2048,128,1500,GDDR5,No,16,28,08/10/2013 ,$0.00,56.0,56
Radeon R7 260X v2 Sapphire OC 1GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,1024 ,1024,128,1500,GDDR5,No,17,28,26/12/2013 ,$0.00,56.0,59
Radeon R7 260X v2 MSI OC 2GB Edition,GCN 1.1 Bonaire XT ,12.0,512,AMD,105,2048 ,2048,128,1500,GDDR5,No,18,28,08/10/2013 ,$0.00,56.0,62
